,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo_M,posse_de_veiculo_Y,posse_de_imovel_Y,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
9013,1,33.92602739726028,9.534246575342467,1,0,0,0,3,False,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
9014,2,36.95342465753425,10.2,1,0,0,0,4,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9020,0,49.57534246575342,8.780821917808218,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
9022,0,54.58356164383562,5.693150684931508,1,1,1,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9024,0,43.01917808219178,6.616438356164384,1,0,0,0,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9027,0,54.049315068493144,-1000.6657534246576,1,0,0,0,1,False,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9030,0,27.487671232876714,1.5287671232876712,1,0,0,0,2,False,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
9032,0,56.26849315068493,10.868493150684932,1,0,0,0,1,False,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
9035,1,42.594520547945216,18.2054794520548,1,0,0,0,3,False,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9037,1,38.969863013698635,1.6904109589041096,1,0,0,0,3,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9038,0,49.14246575342465,8.367123287671232,1,0,0,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9047,1,31.83287671232877,6.780821917808219,1,0,0,0,3,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9054,0,60.221917808219175,-1000.6657534246576,1,0,1,0,2,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9056,0,46.49589041095891,1.0273972602739727,1,0,0,0,1,False,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
9059,1,36.813698630136976,4.693150684931507,1,0,0,0,3,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9063,1,42.315068493150676,7.534246575342466,1,0,0,0,3,False,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9066,0,35.4027397260274,2.5287671232876714,1,0,0,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9070,0,55.210958904109596,-1000.6657534246576,1,0,1,0,2,False,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9072,0,53.778082191780825,5.197260273972604,1,1,1,0,1,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
9075,0,66.32876712328768,-1000.6657534246576,1,0,0,0,1,False,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
9078,1,44.824657534246576,5.778082191780823,1,1,0,0,3,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9079,0,59.66575342465754,-1000.6657534246576,1,0,1,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9087,0,59.30684931506849,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9091,0,51.553424657534244,8.038356164383561,1,1,0,0,2,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9094,0,27.34246575342466,4.2027397260273975,1,0,0,0,2,False,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9095,0,45.73424657534247,18.295890410958904,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9101,0,55.0,19.21369863013698,1,1,1,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9102,0,50.39178082191781,16.791780821917804,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9103,1,47.44383561643836,0.7808219178082192,1,0,0,0,3,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9104,0,56.13150684931506,1.1150684931506851,1,0,1,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9107,0,44.273972602739725,13.293150684931504,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9111,0,40.246575342465746,13.873972602739727,1,0,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9119,0,35.005479452054786,9.7013698630137,1,0,0,0,2,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9121,0,60.26575342465753,6.9534246575342475,1,1,1,0,2,False,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9122,0,55.717808219178075,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9124,0,48.87671232876714,4.950684931506848,1,0,0,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9128,1,41.90684931506849,11.627397260273971,1,1,0,0,3,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9133,0,60.65753424657535,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9137,0,51.15068493150685,-1000.6657534246576,1,0,0,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9140,1,40.057534246575344,2.2849315068493152,1,0,0,1,3,False,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9141,0,56.71506849315068,4.7835616438356166,1,0,0,0,1,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9142,0,59.99178082191781,1.695890410958904,1,0,0,0,2,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9143,0,65.82465753424657,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9145,0,50.37260273972603,24.13150684931507,1,0,0,0,1,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
9150,0,53.994520547945214,20.54794520547945,1,0,0,0,2,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9154,0,59.673972602739724,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9155,0,44.86849315068493,6.6219178082191785,1,1,1,0,2,False,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9156,1,45.698630136986296,6.786301369863014,1,0,0,0,3,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9158,0,25.26027397260274,4.035616438356166,1,0,0,0,1,False,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
9165,0,54.454794520547935,1.367123287671233,1,0,0,0,2,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9166,1,51.28493150684932,4.035616438356166,1,1,1,0,3,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9171,0,48.115068493150694,3.4547945205479453,1,0,0,0,2,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9174,1,40.134246575342466,4.2027397260273975,1,0,0,0,2,False,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
9176,0,65.91232876712328,-1000.6657534246576,1,0,1,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9182,1,45.728767123287675,3.536986301369863,1,0,0,0,3,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9184,0,51.49589041095891,12.704109589041094,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9185,0,53.89041095890411,6.701369863013697,1,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
9186,0,60.11780821917807,-1000.6657534246576,1,0,0,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9188,1,28.827397260273965,2.4520547945205484,1,0,0,0,3,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9189,0,37.583561643835615,10.12054794520548,1,1,1,0,2,False,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9194,0,40.0958904109589,8.178082191780822,1,1,0,1,2,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9195,0,61.96438356164385,-1000.6657534246576,1,0,1,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9196,0,55.084931506849315,17.268493150684932,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9197,0,32.09315068493151,2.095890410958904,1,0,1,0,2,False,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9201,0,34.419178082191785,10.178082191780822,1,0,0,1,2,False,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9206,0,28.01095890410959,5.679452054794519,1,0,0,0,1,False,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
9211,0,31.10410958904109,6.345205479452055,1,0,0,1,2,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9217,2,32.88219178082193,3.4273972602739726,1,1,0,0,4,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9220,0,56.55616438356165,17.68767123287671,1,0,0,1,2,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9226,0,42.123287671232866,8.767123287671232,1,0,0,1,2,False,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9231,0,46.405479452054784,1.8438356164383565,1,0,0,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
9237,1,52.02465753424657,1.5095890410958903,1,1,0,0,3,False,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9240,1,34.58356164383561,15.687671232876713,1,0,0,0,3,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9244,0,35.38082191780822,0.7616438356164383,1,0,0,1,1,False,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
9246,0,31.375342465753427,5.512328767123288,1,0,0,0,2,False,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
9250,0,63.22465753424658,-1000.6657534246576,1,0,0,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9252,0,61.87397260273973,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9254,0,50.9041095890411,4.931506849315068,1,0,0,0,2,False,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9261,0,28.794520547945204,5.767123287671232,1,1,1,0,1,False,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
9262,1,32.057534246575344,3.263013698630137,1,1,1,0,3,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9264,0,48.545205479452065,9.432876712328767,1,0,0,0,2,True,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9265,0,57.12328767123286,15.186301369863012,1,0,1,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
9266,0,48.663013698630145,21.18904109589041,1,1,1,0,2,False,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9269,1,34.81095890410959,7.6,1,0,1,0,3,False,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9270,2,40.060273972602744,3.1780821917808217,1,1,1,0,4,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9279,0,53.854794520547955,7.6,1,0,1,0,2,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9281,1,42.67945205479453,21.778082191780825,1,1,1,0,2,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
9284,0,32.76712328767123,11.435616438356163,1,0,0,0,2,False,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
9285,0,47.96712328767124,4.515068493150685,1,0,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9291,0,60.41643835616439,-1000.6657534246576,1,0,1,0,1,False,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9293,0,36.249315068493146,8.6,1,1,1,0,2,False,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9299,0,46.797260273972604,8.01917808219178,1,0,1,0,2,False,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9304,0,36.75890410958904,10.76986301369863,1,1,1,0,1,False,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9305,3,39.02191780821918,9.684931506849317,1,0,0,0,5,False,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9310,2,30.2,7.265753424657534,1,1,0,0,4,False,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9312,0,50.610958904109594,6.934246575342466,1,0,1,0,1,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9315,1,38.813698630136976,2.0136986301369864,1,0,1,0,3,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9318,0,62.96712328767124,-1000.6657534246576,1,0,0,0,2,False,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9322,0,36.405479452054784,3.1780821917808217,1,1,0,1,1,False,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
9323,0,40.32602739726028,11.183561643835617,1,0,0,0,2,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9324,0,54.03561643835617,3.263013698630137,1,0,1,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
9328,0,43.750684931506854,15.02191780821918,1,1,1,0,1,False,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
9329,1,34.46575342465753,8.517808219178082,1,1,1,0,3,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9332,0,52.52328767123288,1.1753424657534246,1,0,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
9335,1,42.890410958904106,3.263013698630137,1,0,0,0,3,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
9336,0,38.98082191780822,14.602739726027398,1,0,1,0,2,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9340,2,42.69315068493151,16.523287671232875,1,0,1,0,4,False,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9343,0,60.969863013698635,-1000.6657534246576,1,0,1,0,1,False,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
9345,0,55.51780821917808,6.934246575342466,1,1,1,0,2,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9347,0,34.671232876712324,5.597260273972603,1,1,0,0,2,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9350,1,36.81643835616438,12.183561643835617,1,1,0,0,2,False,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
9355,0,63.62739726027397,9.265753424657532,1,1,1,0,1,False,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9358,0,58.55616438356165,-1000.6657534246576,1,0,1,0,2,False,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9363,0,36.041095890410965,8.01917808219178,1,1,0,0,2,False,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9364,0,48.942465753424656,1.9315068493150684,1,1,0,0,2,False,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9367,1,38.4027397260274,17.775342465753425,1,1,1,0,3,False,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9371,0,63.08767123287672,-1000.6657534246576,1,0,1,0,2,False,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9374,0,53.049315068493144,33.78630136986301,1,0,1,1,1,False,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9381,0,29.61369863013699,10.684931506849317,1,0,1,0,1,False,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
9383,0,51.50410958904109,4.016438356164383,1,1,0,0,1,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9389,0,37.23835616438356,9.6,1,0,1,1,2,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9390,0,54.8,0.5123287671232877,1,1,1,1,1,False,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
9392,0,48.43561643835615,7.101369863013699,1,1,0,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9394,0,50.81917808219178,3.1780821917808217,1,1,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9402,0,39.49315068493151,4.934246575342466,1,1,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9403,1,29.82191780821918,2.8465753424657536,1,1,0,0,3,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9404,0,31.824657534246573,2.2602739726027403,1,1,1,1,2,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9408,0,29.556164383561644,8.01917808219178,1,0,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9409,0,46.350684931506855,11.435616438356163,1,1,0,0,1,False,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
9412,2,28.21095890410959,2.0136986301369864,1,0,1,0,4,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9413,0,60.31232876712329,14.353424657534244,1,1,0,0,2,False,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9418,0,32.01917808219178,2.6794520547945204,1,1,0,0,1,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9419,0,61.26301369863014,-1000.6657534246576,1,0,1,0,1,False,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9422,0,54.44383561643836,12.353424657534244,1,1,0,0,2,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9426,0,55.11232876712329,0.6794520547945205,1,1,0,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9428,0,57.56986301369864,6.016438356164382,1,1,0,0,2,False,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9429,0,40.14794520547945,7.769863013698631,1,1,0,0,2,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9435,0,51.26849315068493,9.936986301369863,1,1,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9440,0,59.841095890410955,10.6,1,0,0,0,2,False,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9445,0,65.1178082191781,-1000.6657534246576,1,0,0,0,1,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9446,0,44.89863013698629,19.526027397260272,1,0,0,0,2,False,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9450,0,51.624657534246566,9.517808219178082,1,1,1,0,1,False,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
9453,0,59.454794520547935,-1000.6657534246576,1,0,1,0,2,False,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9456,2,38.057534246575344,0.6794520547945205,1,1,1,0,4,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
9461,0,39.298630136986304,9.432876712328767,1,0,0,0,2,False,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9463,2,44.64109589041096,0.5945205479452055,1,1,1,0,3,False,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
9464,1,54.605479452054794,3.5972602739726027,1,0,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9467,0,24.542465753424654,0.5945205479452055,1,1,1,0,1,False,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9468,1,37.835616438356155,4.597260273972604,1,1,1,1,3,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
9478,0,35.79178082191781,6.263013698630138,1,1,0,0,2,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
9487,0,50.249315068493146,15.271232876712327,1,1,1,0,2,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9495,1,35.91232876712328,5.597260273972603,1,0,1,0,2,False,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
9500,0,31.249315068493146,8.432876712328767,1,1,0,0,1,False,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
9505,0,30.98356164383561,7.432876712328768,1,1,0,0,2,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9506,0,30.98356164383561,7.432876712328768,1,1,0,0,2,True,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9516,0,24.435616438356167,2.5945205479452054,1,0,0,0,1,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
9517,0,35.827397260273976,4.178082191780821,1,1,0,0,2,False,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9518,0,38.38630136986301,2.6794520547945204,1,0,0,0,2,False,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9520,2,32.52054794520548,4.101369863013699,1,1,1,0,4,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9522,0,41.1013698630137,4.016438356164383,1,1,1,0,2,False,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9525,0,43.446575342465756,4.934246575342466,1,1,0,0,2,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9528,0,44.350684931506855,0.8465753424657534,1,1,1,1,2,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9537,1,29.75890410958904,3.1780821917808217,1,1,1,0,2,False,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
9538,0,35.76164383561644,7.852054794520547,1,1,0,0,2,False,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9539,0,44.871232876712334,1.0136986301369864,1,1,0,0,1,False,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9544,2,35.98630136986301,10.019178082191779,1,1,1,0,4,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9549,0,40.45753424657535,1.6794520547945206,1,1,0,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9551,0,42.638356164383566,0.8465753424657534,1,0,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9559,0,63.167123287671224,-1000.6657534246576,1,0,1,0,2,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9560,0,40.26575342465753,6.767123287671232,1,1,0,0,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9561,0,32.52876712328767,9.6,1,0,0,0,1,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
9564,0,54.750684931506854,12.772602739726029,1,0,1,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9567,0,60.08767123287672,28.03287671232877,1,1,0,0,1,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9570,0,65.0,-1000.6657534246576,1,0,0,0,1,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9573,0,52.08219178082192,18.523287671232875,1,1,1,0,2,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9579,1,48.97534246575343,14.353424657534244,1,0,0,0,2,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9580,2,29.578082191780826,6.934246575342466,1,1,0,0,4,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9587,0,39.90958904109589,20.18904109589041,1,1,0,0,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9592,0,59.3041095890411,3.515068493150685,1,1,1,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
9599,1,33.005479452054786,9.432876712328767,1,0,0,0,3,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9606,1,34.728767123287675,2.512328767123288,1,0,1,0,3,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9607,1,30.668493150684927,3.1780821917808217,1,0,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
9608,0,62.94794520547945,-1000.6657534246576,1,0,0,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9614,1,45.21917808219178,5.101369863013699,1,0,1,1,3,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9619,0,64.50684931506851,-1000.6657534246576,1,0,0,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9620,1,43.10136986301371,0.2602739726027397,1,0,0,1,3,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
